id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
7E7D6Db8wfIEeNryNiDXtr,Somethinggreater,Somethinggreater - Single Version,Parcels,False,61,0.693,0.572,1,-10.491,0,0.041,0.308,0.000405,0.0736,0.867,109.816,audio_features,spotify:track:7E7D6Db8wfIEeNryNiDXtr,https://api.spotify.com/v1/tracks/7E7D6Db8wfIEeNryNiDXtr,https://api.spotify.com/v1/audio-analysis/7E7D6Db8wfIEeNryNiDXtr,3.4849833333333335,4
3u7bbColqgRndsd6RTeIim,Conchiglie,Conchiglie,Andrea Laszlo De Simone,False,44,0.459,0.5,3,-11.337,1,0.0367,0.827,0.908,0.356,0.276,149.861,audio_features,spotify:track:3u7bbColqgRndsd6RTeIim,https://api.spotify.com/v1/tracks/3u7bbColqgRndsd6RTeIim,https://api.spotify.com/v1/audio-analysis/3u7bbColqgRndsd6RTeIim,7.2307,4
08edmNLQhAqaKkNeiRgBQM,Other Here Comes The Cowboy Demos,Out Of My Head,Mac DeMarco,False,47,0.811,0.553,3,-9.257,0,0.0447,0.625,0.159,0.202,0.765,100.547,audio_features,spotify:track:08edmNLQhAqaKkNeiRgBQM,https://api.spotify.com/v1/tracks/08edmNLQhAqaKkNeiRgBQM,https://api.spotify.com/v1/audio-analysis/08edmNLQhAqaKkNeiRgBQM,4.366933333333333,4
50wiHcvfcpQSo5P5rbyozc,In Mind,Saturday,Real Estate,False,46,0.525,0.717,0,-6.06,1,0.0339,0.0716,0.575,0.121,0.211,130.898,audio_features,spotify:track:50wiHcvfcpQSo5P5rbyozc,https://api.spotify.com/v1/tracks/50wiHcvfcpQSo5P5rbyozc,https://api.spotify.com/v1/audio-analysis/50wiHcvfcpQSo5P5rbyozc,4.717116666666667,4
5l1AMUJEA43GYqxpfTyhoT,Winter Wheat,Postdoc Blues,John K. Samson,False,32,0.665,0.797,10,-9.172,1,0.0419,0.124,0.0173,0.0958,0.717,143.176,audio_features,spotify:track:5l1AMUJEA43GYqxpfTyhoT,https://api.spotify.com/v1/tracks/5l1AMUJEA43GYqxpfTyhoT,https://api.spotify.com/v1/audio-analysis/5l1AMUJEA43GYqxpfTyhoT,3.38485,4
2Jp04uMkpnoik9GYfJboa5,Ottakring,Eh ok,Granada,False,45,0.7,0.515,2,-5.546,1,0.0299,0.44,0.0,0.126,0.771,92.524,audio_features,spotify:track:2Jp04uMkpnoik9GYfJboa5,https://api.spotify.com/v1/tracks/2Jp04uMkpnoik9GYfJboa5,https://api.spotify.com/v1/audio-analysis/2Jp04uMkpnoik9GYfJboa5,2.6238333333333332,4
6dw8ETrtlFSrkzw6W8cWxN,Mordechai,So We Won't Forget,Khruangbin,False,45,0.647,0.414,2,-13.219,1,0.0985,0.0309,0.85,0.183,0.967,101.301,audio_features,spotify:track:6dw8ETrtlFSrkzw6W8cWxN,https://api.spotify.com/v1/tracks/6dw8ETrtlFSrkzw6W8cWxN,https://api.spotify.com/v1/audio-analysis/6dw8ETrtlFSrkzw6W8cWxN,4.972216666666666,4
2ksgMG1hHFHV979phZ2lkd,Begin Again - EP,Begin Again,Nick Mulvey,False,60,0.675,0.57,7,-9.402,1,0.0348,0.811,9.31e-05,0.0788,0.575,101.981,audio_features,spotify:track:2ksgMG1hHFHV979phZ2lkd,https://api.spotify.com/v1/tracks/2ksgMG1hHFHV979phZ2lkd,https://api.spotify.com/v1/audio-analysis/2ksgMG1hHFHV979phZ2lkd,4.588,4
540Fod5DwxX7JvGN04yRp7,Greatest Hits Collection,Ice Cream,Chris Barber,False,12,0.757,0.588,7,-8.083,1,0.0322,0.693,0.777,0.471,0.96,112.567,audio_features,spotify:track:540Fod5DwxX7JvGN04yRp7,https://api.spotify.com/v1/tracks/540Fod5DwxX7JvGN04yRp7,https://api.spotify.com/v1/audio-analysis/540Fod5DwxX7JvGN04yRp7,3.472,4
0oYUVzPVS2M6olUBytFIMv,Over Here,Over Here,Mostly Sonny,False,33,0.638,0.473,7,-13.058,1,0.0382,0.19,0.423,0.374,0.454,129.954,audio_features,spotify:track:0oYUVzPVS2M6olUBytFIMv,https://api.spotify.com/v1/tracks/0oYUVzPVS2M6olUBytFIMv,https://api.spotify.com/v1/audio-analysis/0oYUVzPVS2M6olUBytFIMv,4.75,4
4p4kNjeFfBZ7OExxY7SX1V,MADLO: Influences,Running Up That Hill,Car Seat Headrest,False,44,0.704,0.603,9,-10.501,0,0.0334,0.00256,0.196,0.0656,0.668,111.98,audio_features,spotify:track:4p4kNjeFfBZ7OExxY7SX1V,https://api.spotify.com/v1/tracks/4p4kNjeFfBZ7OExxY7SX1V,https://api.spotify.com/v1/audio-analysis/4p4kNjeFfBZ7OExxY7SX1V,6.5,4
4fF2nOsPektn8js9fG5Cdr,Breeze,Breeze,Jermango Dreaming,False,49,0.708,0.802,9,-4.49,0,0.03,0.00376,0.219,0.11,0.741,117.021,audio_features,spotify:track:4fF2nOsPektn8js9fG5Cdr,https://api.spotify.com/v1/tracks/4fF2nOsPektn8js9fG5Cdr,https://api.spotify.com/v1/audio-analysis/4fF2nOsPektn8js9fG5Cdr,3.8984666666666667,4
77iRifbhkJGvGBBRNykUwN,The End Of Comedy,Suddenly,"Drugdealer, Weyes Blood",False,57,0.651,0.465,4,-7.538,1,0.0328,0.503,0.0455,0.495,0.585,107.75,audio_features,spotify:track:77iRifbhkJGvGBBRNykUwN,https://api.spotify.com/v1/tracks/77iRifbhkJGvGBBRNykUwN,https://api.spotify.com/v1/audio-analysis/77iRifbhkJGvGBBRNykUwN,3.284,4
7JSvpJTo8hal8fXXhP5L3R,Lavender,Heart of Mine,Calvin Love,False,33,0.562,0.212,5,-16.682,1,0.0363,0.645,0.722,0.152,0.31,115.926,audio_features,spotify:track:7JSvpJTo8hal8fXXhP5L3R,https://api.spotify.com/v1/tracks/7JSvpJTo8hal8fXXhP5L3R,https://api.spotify.com/v1/audio-analysis/7JSvpJTo8hal8fXXhP5L3R,3.5903833333333335,4
6jwh6mczhdbnmATZ2bH2QK,Basic Instinct,Blue Orange Green,"Jimmy Whoo, Chilly Gonzales",False,40,0.63,0.377,0,-13.728,1,0.0307,0.709,0.0821,0.0994,0.216,93.978,audio_features,spotify:track:6jwh6mczhdbnmATZ2bH2QK,https://api.spotify.com/v1/tracks/6jwh6mczhdbnmATZ2bH2QK,https://api.spotify.com/v1/audio-analysis/6jwh6mczhdbnmATZ2bH2QK,3.3162166666666666,4
5xxHfQuaXGEBHtsGbSXwI7,White Roses,White Roses,"Flyte, The Staves",False,51,0.53,0.633,10,-7.078,1,0.0283,0.391,0.0152,0.142,0.605,140.186,audio_features,spotify:track:5xxHfQuaXGEBHtsGbSXwI7,https://api.spotify.com/v1/tracks/5xxHfQuaXGEBHtsGbSXwI7,https://api.spotify.com/v1/audio-analysis/5xxHfQuaXGEBHtsGbSXwI7,3.4407666666666668,4
75hwtYcghca6YKW4i6C6fP,Teens Of Denial,Drunk Drivers/Killer Whales,Car Seat Headrest,True,61,0.537,0.414,2,-7.952,1,0.0404,0.218,2.1e-06,0.103,0.459,117.101,audio_features,spotify:track:75hwtYcghca6YKW4i6C6fP,https://api.spotify.com/v1/tracks/75hwtYcghca6YKW4i6C6fP,https://api.spotify.com/v1/audio-analysis/75hwtYcghca6YKW4i6C6fP,6.2442166666666665,4
0wij9AygVTMxnBSrjH6ID1,"Clarinet & Piano: Selected Works, Vol. 1",A Little Lost,Group Listening,False,31,0.641,0.269,0,-15.927,1,0.0392,0.986,0.96,0.141,0.578,129.766,audio_features,spotify:track:0wij9AygVTMxnBSrjH6ID1,https://api.spotify.com/v1/tracks/0wij9AygVTMxnBSrjH6ID1,https://api.spotify.com/v1/audio-analysis/0wij9AygVTMxnBSrjH6ID1,3.7708833333333334,4
03gKdAQAswBo7v4p8F1An4,You Forgot It In People,Pacific Theme,Broken Social Scene,False,51,0.723,0.703,0,-9.495,1,0.0318,0.0272,0.313,0.0979,0.767,129.725,audio_features,spotify:track:03gKdAQAswBo7v4p8F1An4,https://api.spotify.com/v1/tracks/03gKdAQAswBo7v4p8F1An4,https://api.spotify.com/v1/audio-analysis/03gKdAQAswBo7v4p8F1An4,5.153116666666667,4
3YnfOmxe8JaWmowxmgTzms,"Future Perfect, Present Tense",Isn't Ever A Day,Ten Fé,False,48,0.665,0.758,6,-6.354,0,0.028,0.00451,0.739,0.312,0.761,131.025,audio_features,spotify:track:3YnfOmxe8JaWmowxmgTzms,https://api.spotify.com/v1/tracks/3YnfOmxe8JaWmowxmgTzms,https://api.spotify.com/v1/audio-analysis/3YnfOmxe8JaWmowxmgTzms,4.7442166666666665,4
6otUjBoNrp27EubqsoYGQx,Sand,Losers,Balthazar,False,59,0.864,0.385,5,-11.553,0,0.0454,0.102,0.0539,0.143,0.665,113.014,audio_features,spotify:track:6otUjBoNrp27EubqsoYGQx,https://api.spotify.com/v1/tracks/6otUjBoNrp27EubqsoYGQx,https://api.spotify.com/v1/audio-analysis/6otUjBoNrp27EubqsoYGQx,3.428,4
2eVofaQRJvddSUBfcub7Gz,Oceans,Oceans,"RY X, Ólafur Arnalds",False,61,0.659,0.387,6,-13.172,0,0.0335,0.467,0.692,0.0839,0.0779,114.989,audio_features,spotify:track:2eVofaQRJvddSUBfcub7Gz,https://api.spotify.com/v1/tracks/2eVofaQRJvddSUBfcub7Gz,https://api.spotify.com/v1/audio-analysis/2eVofaQRJvddSUBfcub7Gz,4.65955,4
3PURbsY67tLMyausOABtit,Kingdoms In Colour,Feel Good (feat. Khruangbin),"Maribou State, Khruangbin",False,58,0.566,0.757,4,-8.37,0,0.0355,0.328,0.84,0.396,0.403,102.016,audio_features,spotify:track:3PURbsY67tLMyausOABtit,https://api.spotify.com/v1/tracks/3PURbsY67tLMyausOABtit,https://api.spotify.com/v1/audio-analysis/3PURbsY67tLMyausOABtit,4.45335,4
0lK64KWzyyvplNW5dQkmXY,Värmdö,Värmdö,LEOI,False,8,0.663,0.502,4,-11.988,0,0.0399,0.246,0.772,0.0711,0.118,100.008,audio_features,spotify:track:0lK64KWzyyvplNW5dQkmXY,https://api.spotify.com/v1/tracks/0lK64KWzyyvplNW5dQkmXY,https://api.spotify.com/v1/audio-analysis/0lK64KWzyyvplNW5dQkmXY,4.455066666666666,4
6buFkhiPTQ03okWeIZvR6E,Strange to Explain,Weekend Wind,Woods,False,47,0.598,0.63,1,-10.492,0,0.025,0.566,0.338,0.179,0.697,108.947,audio_features,spotify:track:6buFkhiPTQ03okWeIZvR6E,https://api.spotify.com/v1/tracks/6buFkhiPTQ03okWeIZvR6E,https://api.spotify.com/v1/audio-analysis/6buFkhiPTQ03okWeIZvR6E,7.277566666666667,4
2vLaES21zwbX1Rnmj56Bbb,Spinners,I'll Be Around,The Spinners,False,63,0.593,0.791,8,-8.698,0,0.068,0.175,0.0,0.0976,0.63,112.295,audio_features,spotify:track:2vLaES21zwbX1Rnmj56Bbb,https://api.spotify.com/v1/tracks/2vLaES21zwbX1Rnmj56Bbb,https://api.spotify.com/v1/audio-analysis/2vLaES21zwbX1Rnmj56Bbb,3.1466666666666665,4
55VEFo10oIYim0iVJHTQ6Y,Pocket Revolution,The Real Sugar,dEUS,False,25,0.759,0.508,2,-8.185,0,0.0269,0.218,0.261,0.121,0.525,117.778,audio_features,spotify:track:55VEFo10oIYim0iVJHTQ6Y,https://api.spotify.com/v1/tracks/55VEFo10oIYim0iVJHTQ6Y,https://api.spotify.com/v1/audio-analysis/55VEFo10oIYim0iVJHTQ6Y,3.9791166666666666,4
3i18lq8Td6XWWqbD1vYX6D,Peter Doherty & The Puta Madres,All At Sea,"Peter Doherty, The Puta Madres",False,31,0.565,0.52,4,-10.681,1,0.0333,0.556,0.137,0.0748,0.378,103.515,audio_features,spotify:track:3i18lq8Td6XWWqbD1vYX6D,https://api.spotify.com/v1/tracks/3i18lq8Td6XWWqbD1vYX6D,https://api.spotify.com/v1/audio-analysis/3i18lq8Td6XWWqbD1vYX6D,4.2282166666666665,4
366ZWAQxSeFY4HTXUJ1Kix,Soliloquy,It's you,"Lou Doillon, Cat Power",False,38,0.575,0.305,11,-11.09,1,0.0507,0.879,0.000136,0.104,0.277,117.091,audio_features,spotify:track:366ZWAQxSeFY4HTXUJ1Kix,https://api.spotify.com/v1/tracks/366ZWAQxSeFY4HTXUJ1Kix,https://api.spotify.com/v1/audio-analysis/366ZWAQxSeFY4HTXUJ1Kix,3.0653333333333332,4
7DhuDQVyfsRjl0czAsadlB,Eraserland,Weird Ways,Strand of Oaks,False,24,0.263,0.503,6,-6.948,0,0.0386,0.0148,0.0171,0.11,0.255,112.019,audio_features,spotify:track:7DhuDQVyfsRjl0czAsadlB,https://api.spotify.com/v1/tracks/7DhuDQVyfsRjl0czAsadlB,https://api.spotify.com/v1/audio-analysis/7DhuDQVyfsRjl0czAsadlB,5.978,4
2AjzK5A4Cce7bB9pk2ivjz,Best Of,I Love My Man,Bent,False,29,0.607,0.672,6,-10.022,1,0.0283,0.000331,0.649,0.109,0.407,144.049,audio_features,spotify:track:2AjzK5A4Cce7bB9pk2ivjz,https://api.spotify.com/v1/tracks/2AjzK5A4Cce7bB9pk2ivjz,https://api.spotify.com/v1/audio-analysis/2AjzK5A4Cce7bB9pk2ivjz,5.825116666666666,4
4m22yZEx9BhuQOfAzdOO0Y,Forever Breathes the Lonely Word: Remastered Edition,Down but Not yet Out - 2018 Remaster,Felt,False,0,0.299,0.839,0,-6.238,1,0.035,0.0471,0.00064,0.383,0.587,149.171,audio_features,spotify:track:4m22yZEx9BhuQOfAzdOO0Y,https://api.spotify.com/v1/tracks/4m22yZEx9BhuQOfAzdOO0Y,https://api.spotify.com/v1/audio-analysis/4m22yZEx9BhuQOfAzdOO0Y,3.6066666666666665,4
4KhBvLbRr58rHPF24bdL9Q,Officer of Love,Officer of Love,Caamp,False,62,0.662,0.574,4,-8.696,1,0.0261,0.298,0.00902,0.115,0.948,109.085,audio_features,spotify:track:4KhBvLbRr58rHPF24bdL9Q,https://api.spotify.com/v1/tracks/4KhBvLbRr58rHPF24bdL9Q,https://api.spotify.com/v1/audio-analysis/4KhBvLbRr58rHPF24bdL9Q,3.99675,4
76GlO5H5RT6g7y0gev86Nk,"Kiss Me, Kiss Me, Kiss Me",Just like Heaven,The Cure,False,66,0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,audio_features,spotify:track:76GlO5H5RT6g7y0gev86Nk,https://api.spotify.com/v1/tracks/76GlO5H5RT6g7y0gev86Nk,https://api.spotify.com/v1/audio-analysis/76GlO5H5RT6g7y0gev86Nk,3.533333333333333,4
3qBL3kCKXpuJ7hwzNdLM5Z,Anything Else,Anything Else,Himbrecht,False,10,0.706,0.531,2,-12.357,1,0.0463,0.0592,0.266,0.11,0.0787,118.981,audio_features,spotify:track:3qBL3kCKXpuJ7hwzNdLM5Z,https://api.spotify.com/v1/tracks/3qBL3kCKXpuJ7hwzNdLM5Z,https://api.spotify.com/v1/audio-analysis/3qBL3kCKXpuJ7hwzNdLM5Z,8.63865,4
3dwrdMzRoFTRYj44n2WwN8,We Are Together,We Are Together - Original Mix,Planet Of Sound,False,31,0.542,0.795,8,-6.818,1,0.032,0.0119,0.608,0.237,0.34,116.991,audio_features,spotify:track:3dwrdMzRoFTRYj44n2WwN8,https://api.spotify.com/v1/tracks/3dwrdMzRoFTRYj44n2WwN8,https://api.spotify.com/v1/audio-analysis/3dwrdMzRoFTRYj44n2WwN8,6.439683333333333,4
0FSOenCj42lbikl1vd5ah9,Cool Girl,Cool Girl,dodie,False,56,0.73,0.205,2,-15.489,1,0.0957,0.872,0.0593,0.095,0.206,124.989,audio_features,spotify:track:0FSOenCj42lbikl1vd5ah9,https://api.spotify.com/v1/tracks/0FSOenCj42lbikl1vd5ah9,https://api.spotify.com/v1/audio-analysis/0FSOenCj42lbikl1vd5ah9,3.3230833333333334,4
1ZBJc7LVVfnf6phmhiBejS,Hard Nose the Highway,Snow In San Anselmo,Van Morrison,False,35,0.497,0.388,9,-10.696,0,0.0364,0.469,0.0809,0.121,0.529,125.127,audio_features,spotify:track:1ZBJc7LVVfnf6phmhiBejS,https://api.spotify.com/v1/tracks/1ZBJc7LVVfnf6phmhiBejS,https://api.spotify.com/v1/audio-analysis/1ZBJc7LVVfnf6phmhiBejS,4.614883333333333,4
2SU21YLdwyTnqJpS7Jc3lD,Native Dancer,Ponta de Areia,Wayne Shorter,False,44,0.297,0.365,5,-8.348,1,0.0325,0.933,0.0274,0.0769,0.261,176.672,audio_features,spotify:track:2SU21YLdwyTnqJpS7Jc3lD,https://api.spotify.com/v1/tracks/2SU21YLdwyTnqJpS7Jc3lD,https://api.spotify.com/v1/audio-analysis/2SU21YLdwyTnqJpS7Jc3lD,5.261783333333334,4
3TVW2JepPAdMWNUQod7pvT,Miracle of Life,Miracle of Life,Bright Eyes,False,26,0.529,0.581,8,-9.311,1,0.0287,0.259,0.122,0.106,0.583,93.259,audio_features,spotify:track:3TVW2JepPAdMWNUQod7pvT,https://api.spotify.com/v1/tracks/3TVW2JepPAdMWNUQod7pvT,https://api.spotify.com/v1/audio-analysis/3TVW2JepPAdMWNUQod7pvT,3.6097333333333332,4
3JNqdKkwDVXOwrnd4NZNMa,The Hearse,Das Modell - Kraftwerk Cover,Wampire,False,13,0.53,0.822,4,-6.789,0,0.17,0.00071,0.686,0.0705,0.814,124.051,audio_features,spotify:track:3JNqdKkwDVXOwrnd4NZNMa,https://api.spotify.com/v1/tracks/3JNqdKkwDVXOwrnd4NZNMa,https://api.spotify.com/v1/audio-analysis/3JNqdKkwDVXOwrnd4NZNMa,3.67725,4
6pE2pIbpq1FHxvCwIOmqkS,Curiosity,Orchards,Wampire,False,15,0.531,0.594,1,-7.656,1,0.032,0.0042,0.386,0.199,0.75,104.677,audio_features,spotify:track:6pE2pIbpq1FHxvCwIOmqkS,https://api.spotify.com/v1/tracks/6pE2pIbpq1FHxvCwIOmqkS,https://api.spotify.com/v1/audio-analysis/6pE2pIbpq1FHxvCwIOmqkS,3.0166666666666666,4
0fDFzVTG8c2fW9EM5f1RHM,Quantum Leap,Indian Food,Dumbo Gets Mad,False,51,0.561,0.896,2,-4.903,1,0.0528,0.765,0.685,0.124,0.629,86.808,audio_features,spotify:track:0fDFzVTG8c2fW9EM5f1RHM,https://api.spotify.com/v1/tracks/0fDFzVTG8c2fW9EM5f1RHM,https://api.spotify.com/v1/audio-analysis/0fDFzVTG8c2fW9EM5f1RHM,3.5631,4
58uDCyprC3aa3x70fUv8dk,Monotonia,Monotonia,The Growlers,False,54,0.61,0.802,2,-4.582,0,0.0281,0.509,0.0149,0.104,0.756,122.071,audio_features,spotify:track:58uDCyprC3aa3x70fUv8dk,https://api.spotify.com/v1/tracks/58uDCyprC3aa3x70fUv8dk,https://api.spotify.com/v1/audio-analysis/58uDCyprC3aa3x70fUv8dk,4.0696666666666665,4
5OWUKkLu9nesbbD0bLwcRL,Hard Candy,Miles Away,Madonna,False,47,0.782,0.71,0,-4.394,1,0.0382,0.0447,0.0,0.095,0.762,115.995,audio_features,spotify:track:5OWUKkLu9nesbbD0bLwcRL,https://api.spotify.com/v1/tracks/5OWUKkLu9nesbbD0bLwcRL,https://api.spotify.com/v1/audio-analysis/5OWUKkLu9nesbbD0bLwcRL,4.815333333333333,4
2iG6tIT3Q7VuZJKnzAeLab,Highway Dancer,Wildflower,Calvin Love,False,0,0.583,0.241,9,-19.484,1,0.0361,0.766,0.381,0.0959,0.4,174.075,audio_features,spotify:track:2iG6tIT3Q7VuZJKnzAeLab,https://api.spotify.com/v1/tracks/2iG6tIT3Q7VuZJKnzAeLab,https://api.spotify.com/v1/audio-analysis/2iG6tIT3Q7VuZJKnzAeLab,4.5366,4
1UKobFsdqNXQb8OthimCKe,"Crosby, Stills & Nash",Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",False,66,0.567,0.159,7,-13.648,1,0.0331,0.914,0.0,0.111,0.436,146.913,audio_features,spotify:track:1UKobFsdqNXQb8OthimCKe,https://api.spotify.com/v1/tracks/1UKobFsdqNXQb8OthimCKe,https://api.spotify.com/v1/audio-analysis/1UKobFsdqNXQb8OthimCKe,2.63155,4
4VnrZj5hxHkKvY60VbpDLS,Where is the Heart of My Country,Where is the Heart of My Country,Caitlin Canty,False,36,0.457,0.129,3,-11.435,1,0.0324,0.715,2.25e-05,0.159,0.234,111.031,audio_features,spotify:track:4VnrZj5hxHkKvY60VbpDLS,https://api.spotify.com/v1/tracks/4VnrZj5hxHkKvY60VbpDLS,https://api.spotify.com/v1/audio-analysis/4VnrZj5hxHkKvY60VbpDLS,5.226933333333333,4
62x3LXgPj4ZmxKH4qHiUFF,Heterogaster,Easy,Mesadorm,False,27,0.493,0.211,11,-12.622,1,0.0655,0.754,1.09e-05,0.116,0.236,58.574,audio_features,spotify:track:62x3LXgPj4ZmxKH4qHiUFF,https://api.spotify.com/v1/tracks/62x3LXgPj4ZmxKH4qHiUFF,https://api.spotify.com/v1/audio-analysis/62x3LXgPj4ZmxKH4qHiUFF,3.9635666666666665,4
570uIR76noCLdDRXB0J5KK,Oh No! Oh My!,Walk In The Park,OH NO OH MY,False,26,0.647,0.335,3,-10.251,1,0.033,0.29,0.000109,0.0967,0.746,138.062,audio_features,spotify:track:570uIR76noCLdDRXB0J5KK,https://api.spotify.com/v1/tracks/570uIR76noCLdDRXB0J5KK,https://api.spotify.com/v1/audio-analysis/570uIR76noCLdDRXB0J5KK,2.37445,4
5qjhTlvBhulflfQD18xBIr,Night Falls Over Kortedala,Your Arms Around Me,Jens Lekman,False,32,0.412,0.599,9,-7.083,1,0.0377,0.0356,0.00012,0.336,0.268,105.693,audio_features,spotify:track:5qjhTlvBhulflfQD18xBIr,https://api.spotify.com/v1/tracks/5qjhTlvBhulflfQD18xBIr,https://api.spotify.com/v1/audio-analysis/5qjhTlvBhulflfQD18xBIr,5.042883333333333,4
2mNQhoBHL4NdcPyC0AuVXn,Oh No! Oh My!,I Have No Sister,OH NO OH MY,False,14,0.483,0.687,2,-9.066,1,0.0306,0.0731,0.000275,0.373,0.698,129.991,audio_features,spotify:track:2mNQhoBHL4NdcPyC0AuVXn,https://api.spotify.com/v1/tracks/2mNQhoBHL4NdcPyC0AuVXn,https://api.spotify.com/v1/audio-analysis/2mNQhoBHL4NdcPyC0AuVXn,3.05555,4
3UOrKWXdwUVtDglahh3OQj,The Best of Dire Straits & Mark Knopfler - Private Investigations (Limited Edition),Brothers In Arms,Dire Straits,False,0,0.414,0.429,8,-9.469,0,0.028,0.525,0.81,0.111,0.135,79.227,audio_features,spotify:track:3UOrKWXdwUVtDglahh3OQj,https://api.spotify.com/v1/tracks/3UOrKWXdwUVtDglahh3OQj,https://api.spotify.com/v1/audio-analysis/3UOrKWXdwUVtDglahh3OQj,6.96155,4
33PYfsUghmJi6rcKCfJ7my,The Essential Bruce Springsteen,Streets of Philadelphia,Bruce Springsteen,False,0,0.728,0.249,5,-15.429,1,0.0328,0.327,0.216,0.0875,0.452,93.683,audio_features,spotify:track:33PYfsUghmJi6rcKCfJ7my,https://api.spotify.com/v1/tracks/33PYfsUghmJi6rcKCfJ7my,https://api.spotify.com/v1/audio-analysis/33PYfsUghmJi6rcKCfJ7my,3.263333333333333,4
0aDU64XfEFCGSb96TVciFt,33 ans,25 ans,Ben Mazué,False,51,0.742,0.603,7,-8.571,1,0.0805,0.0622,0.0,0.101,0.625,92.03,audio_features,spotify:track:0aDU64XfEFCGSb96TVciFt,https://api.spotify.com/v1/tracks/0aDU64XfEFCGSb96TVciFt,https://api.spotify.com/v1/audio-analysis/0aDU64XfEFCGSb96TVciFt,3.691116666666667,4
6QgOkkoIDcycUFmfUXaFil,Wriggle Out the Restless,Earthquake,This Is The Kit,False,43,0.706,0.315,7,-11.846,1,0.0339,0.364,0.821,0.11,0.647,76.908,audio_features,spotify:track:6QgOkkoIDcycUFmfUXaFil,https://api.spotify.com/v1/tracks/6QgOkkoIDcycUFmfUXaFil,https://api.spotify.com/v1/audio-analysis/6QgOkkoIDcycUFmfUXaFil,4.15165,4
4aHc7hnqkSzc1KLU9LnL26,Off Off On,Keep Going,This Is The Kit,False,0,0.462,0.443,4,-14.335,1,0.045,0.853,0.491,0.11,0.567,119.756,audio_features,spotify:track:4aHc7hnqkSzc1KLU9LnL26,https://api.spotify.com/v1/tracks/4aHc7hnqkSzc1KLU9LnL26,https://api.spotify.com/v1/audio-analysis/4aHc7hnqkSzc1KLU9LnL26,6.651383333333333,4
0sX4OzAtIubFc4s9y5KrB7,All Things Must Pass (Remastered 2014),Ballad Of Sir Frankie Crisp (Let It Roll) - Remastered 2014,George Harrison,False,48,0.442,0.591,11,-9.595,0,0.0279,0.0707,0.391,0.133,0.419,89.607,audio_features,spotify:track:0sX4OzAtIubFc4s9y5KrB7,https://api.spotify.com/v1/tracks/0sX4OzAtIubFc4s9y5KrB7,https://api.spotify.com/v1/audio-analysis/0sX4OzAtIubFc4s9y5KrB7,3.806216666666667,4
2laOtOChpl0XEsLJXwiSQT,Colors,Colors,From Kid,False,20,0.847,0.6,7,-9.092,1,0.0351,0.825,0.00231,0.0922,0.212,121.999,audio_features,spotify:track:2laOtOChpl0XEsLJXwiSQT,https://api.spotify.com/v1/tracks/2laOtOChpl0XEsLJXwiSQT,https://api.spotify.com/v1/audio-analysis/2laOtOChpl0XEsLJXwiSQT,3.3937166666666667,4
4vFVZyn6RdvrXpeEqsTas6,In Dream (Deluxe Version),Ocean of Night,Editors,False,53,0.567,0.666,0,-9.647,1,0.0298,0.0244,0.251,0.107,0.251,106.001,audio_features,spotify:track:4vFVZyn6RdvrXpeEqsTas6,https://api.spotify.com/v1/tracks/4vFVZyn6RdvrXpeEqsTas6,https://api.spotify.com/v1/audio-analysis/4vFVZyn6RdvrXpeEqsTas6,5.091483333333334,4
0fNOmlu1YroQQYrBVtLDpb,Brighter Days,Brighter Days,Collie Buddz,False,46,0.691,0.754,0,-6.185,0,0.191,0.0396,0.0,0.326,0.723,90.842,audio_features,spotify:track:0fNOmlu1YroQQYrBVtLDpb,https://api.spotify.com/v1/tracks/0fNOmlu1YroQQYrBVtLDpb,https://api.spotify.com/v1/audio-analysis/0fNOmlu1YroQQYrBVtLDpb,3.60475,4
2foHseBT7vyTHqM7N8fBJe,Greater Than Great,My Sound,Skarra Mucci,False,49,0.693,0.839,11,-3.325,1,0.172,0.0653,0.0,0.776,0.773,93.049,audio_features,spotify:track:2foHseBT7vyTHqM7N8fBJe,https://api.spotify.com/v1/tracks/2foHseBT7vyTHqM7N8fBJe,https://api.spotify.com/v1/audio-analysis/2foHseBT7vyTHqM7N8fBJe,4.267333333333333,4
7fXqIUhVMoJ9Q5LMZR4DsB,Don't Die Curious,Don't Die Curious,Tom Rosenthal,False,27,0.497,0.561,8,-10.938,1,0.0607,0.393,0.00279,0.137,0.566,163.981,audio_features,spotify:track:7fXqIUhVMoJ9Q5LMZR4DsB,https://api.spotify.com/v1/tracks/7fXqIUhVMoJ9Q5LMZR4DsB,https://api.spotify.com/v1/audio-analysis/7fXqIUhVMoJ9Q5LMZR4DsB,2.56645,4
4ngMatPdF3yQ51G4UKwx9M,Albert Camus,Albert Camus,Tom Rosenthal,False,50,0.648,0.556,9,-6.492,1,0.0335,0.226,0.0,0.176,0.592,80.225,audio_features,spotify:track:4ngMatPdF3yQ51G4UKwx9M,https://api.spotify.com/v1/tracks/4ngMatPdF3yQ51G4UKwx9M,https://api.spotify.com/v1/audio-analysis/4ngMatPdF3yQ51G4UKwx9M,3.342633333333333,4
